标题,主题,内容
毕业生登记表证明.txt,"[{'毕业生': 1.0}, {'证明': 0.5747181236713088}, {'考办': 0.3222772888860081}, {'原件': 0.2827266277418558}, {'办理': 0.25883673722132544}]","一、什么情况下需办理毕业生登记表证明？
遗失毕业生登记表原件的考生，本人可持有效居民身份证前往重庆市教育考试院自学考试处打印毕业生登记表证明。
毕业生登记表原件遗失者，需本人持有效居民身份证向市考办申请办理毕业生登记表证明。
经市考办核实毕业生信息无误，且电子考籍档案完整者，可由市考委出具毕业生登记表证明。
毕业生登记表证明与毕业生登记表原件具有同等效力。
二、毕业生登记表证明模板：
"
课程.txt,"[{'考试': 1.0}, {'考核': 0.7087560572005699}, {'环节': 0.6834589228250604}, {'课程': 0.6520868738145622}, {'实践性': 0.6087333596665289}]","一、自学考试如何安排课程考试？
高等教育自学考试每年开考两次，分别在当年的４月、１０月开考。每次考试时间均安排在周六、周日，共计两天共４个考试堂次。
自学考试各专业的理论考试课程在每次考试中均全部安排（个别课程除外），确保各专业的每门理论考试课程全年考试安排不少于１次。考生可通过“高等教育自学考试重庆市信息管理系统”报名，在规定时间及指定考场参加考试。
二、自学考试的实践性环节考核如何实施？
自学考试的实践性环节考核一般有：实验、实习、课程设计、毕业论文(设计)和其它专门技能等。涉及实践性环节考核的课程，一般除课程代码、课程名称外另用括号加注“实践”字样（个别课程未加注，例如：00593听力、00594口语、00602口译与听力等），考生必须到主考学校自考办报名，按要求参加相应的实践性环节考核。
三、参加实践性学习环节的考核考试应具备什么条件？
考生拟选择毕业的专业，凡在该专业考试计划中安排有实践性学习环节的考核或考试课程，考生都必须参加，但须按照本专业考核(考试)方案的要求，在相关理论课程考试合格后取得报考资格，考生可以向主考学校申请报考。英语专业的“听力”与“会话”考试，不受专业理论课程考试合格限制。
四、考生何时可以参加课程实践考核？
考生需在所有涉及实践的课程理论考试全部合格后参加该专业的课程实践环节考核。
五、实践性学习环节的考核考试具体有那些形式？
根据不同专业对人才培养的规格要求，实践性学习环节大致分为：实验、实习、课程设计、毕业设计、毕业论文及答辩以及技能技法等。具体要求与做法详见各专业的考核（考试）方案。
六、报名参加实践性学习环节考核考试应办理那些手续？
（1）报名参加实践性学习环节考核考试应持本人的准考证和居民身份证以及该专业相关的课程合格证书，交主考学校验核，符合条件者，即可报名。
（2）报名时间与发放当次理论考试成绩通知时一并进行。考生可到主考学校自考办面报或由考生自备有关的复印件，向该专业主考学校自考办信函报名。
（3）凡参加实践性学习环节考核考试的考生，在报名时均应按有关规定交纳费用。届时按主考学校考办通知的时间、地点、准时赴考。（有关实践性学习环节考核考试详情请向主考学校咨询）
七、实践性环节考核的时间？
实践性环节考核的时间集中在上半年4-5月，下半年10-11月，医科类专业除外。
"
成绩复核.txt,"[{'成绩': 1.0}, {'复核': 0.8598084765933238}, {'申请': 0.5387215397891696}, {'考办': 0.5071885703199317}, {'主考': 0.32581259525801876}]","考生如对当次考试成绩有疑问，如何申请成绩复核？
考生如对当次考试成绩有疑问，可在成绩公布之日起五个工作日内向区县考试机构或主考学校考办提出“成绩复核申请”，逾期不予受理。由市考办组织成绩复核，成绩复核，只查不重新评卷，并在申请截止后五个工作日内通过信息管理系统反馈复核结果。
"
跨省转入.txt,"[{'转入': 1.0}, {'考生': 0.6724253287849924}, {'办理': 0.6337087174338376}, {'转考': 0.5744254408288273}, {'考试': 0.5336056790443123}]","一、重庆市高等教育自学考试跨省转入办理流程
（一）跨省转入受理时间： 上半年： 转入延期时间待定
下半年： 9月11日 至 9月25日 （根据教育部考试中心的通知要求，为确保广大考试工作人员和考生的身体健康和生命安全,切实做好疫情防控,经研究决定,延期开展2020年上半年自学考试转考相关工作,恢复办理转考的时间另行通知。）
（二）跨省转入受理机构：各区县（自治县）招生考试机构
（三）跨省转入材料：准考证（重庆市）、有效居民身份证。以上材料审核原件，需本人签名。
（四）转入要求：
1.考生须本人持有效居民身份证，到区县考试机构对转入电子档案信息及办理结果进行现场确认，并在《高等教育自学考试转考（转入）登记表》（附表 2）上签字。
2.转入我市考生应按我市公布的专业考试计划参加考试。转入考生原考试合格课程与我市专业对应课程替换关系按照我市相关要求执行。
3.转入考生应当在我市取得专科不少于 5
门、本科不少于 4 门的合格成绩，方可申请毕业。
跨省转入流程图
二、市外转入我市的考生怎么办理手续？
考籍由外省（市、自治区）转入我市的考生，必须在规定期间到转入地，区、县（自治县）招生考试机构按新考生（向）办理报名手续，待获得新准考证并取得在我市参加专科专业考试不少于5门、本科专业考试不少于4门的合格成绩(户口迁移者、军人或者国家机关事业单位人员工作变动、被普通高等或中等学校录取等特殊情况除外，但必须提供相关部门的证明材料）后，2015年底以前考生凭外省（市、自治区）的课程合格证书及《转考介绍信》一并办理免考手续，并缴纳相关费用。2016年后电子转档的考生凭身份证、准考证一并办理免考手续，并缴纳相关费用。
关闭公告
三、考生如何办理省内转考手续？
省内转考不需办理转考手续，重庆市自考考生凭已注册的准考证，可在市内任意办考区县报名参加四月和十月的全国高等教育自学考试。
四、外省转入的考生如何办理转入手续？
（一）考籍转入办理程序
1.考生在转出省办理转考申请后，转出地省级考办按照原考试的课程及合格成绩、遵循规定标准，生成转出电子档案上传至教育部“转考平台”。重庆市教育考试院从“转考平台”接收转入电子档案。
2.转入电子档案经重庆市教育考试院审核无误后，考生本人登录并查询到转入信息后，须在规定时间内到转入地的地级考办进行现场确认。
3.转入手续办理完成后，重庆市教育考试院将转入办理结果上传“转考平台”，转出地省级考办据此对转出考生电子档案的在籍状态进行变更。转考完成。
（二）考籍转入办理要求
1.转入电子档案信息以转出地省级考办通过“转考平台”交换的电子档案为准。
2.转考考生应当按重庆市教育考试院公布的专业考试计划参加考试。转考考生原考试合格课程与现考试课程替换关系的按照重庆市有关文件执行。
3.转考考生应当在重庆市取得专科不少于5门、本科不少于4门的合格成绩，方可在重庆市申办毕业手续。
4.考生须在规定时间内，本人持有效居民身份证及转入地准考证，到转入地的地级市考办，对转入电子档案信息及办理结果进行现场确认，并在《高等教育自学考试转考（考入）登记表》上签字。
（三）考生违反“考籍转入办理程序”和“考籍转入办理要求”的，电子档案退回转出地省级考办。
（四）2015年12月31日前成绩已转入重庆的考生，需要办理现场免试手续。
五、在外省参加自学考试只剩一门理论考试没通过，转到重庆后，需考几门？
凡转入我市继续参加考试的考生，不论考籍档案转入的成绩合格课程有几门，均需在我市取得专科不少于5门课程的合格成绩，本科不少于4门课程的合格成绩，并在我市该专业主考学校通过所有实践考核，方可在我市申办毕业登记手续。
"
考试须知.txt,"[{'考试': 1.0}, {'考场': 0.7623802987962318}, {'答题卡': 0.548449525428374}, {'不准': 0.5466302991020321}, {'规定': 0.4699611228355838}]"," 一、高等教育自学考试考场规则
（一）诚信考试。自觉服从监考员等考试工作人员管理，不得以任何理由妨碍监考员等考试工作人员履行职责，不得
扰乱考场、考点工作秩序。
（二）凭《准考证》和有效身份证件，按规定时间和地点进场参加考试，二者缺一不可。应主动接受监考员按规定进行的身份证和对随身物品进行的必要检查。因迟到耽误考
试后果自负。
（三）只能携带全市统一规定的考试文具进入考场，不准携带书包、文具盒、各种自备垫板和任何书籍、报纸、纸张等与考试无关物品进入考场。严禁携带各种通讯工具、电子存储记忆录放设备以及涂改液、修正带等物品进入考场。
（四）入场后，对号入座，将《准考证》和有效身份证件放在课桌的座号签旁以备查验。领到答题卡和试卷后，应在规定时间内在指定位置准确、清楚地填（涂）姓名、准考证号等相关信息。凡漏填、错填或书写字迹不清的答卷、答题卡影响评卷结果的，责任由考生自负。
考生答题前，须在答题卡规定位置，完整抄写“考生笔迹确认部分”内容并签名，书写联系电话和日期，否则，该科考试成绩无效。
遇试卷、答题卡分发错误及试题字迹不清、重印、漏印或缺页等问题，可举手询问，在开考前报告监考员；开考后，再行更换的，延误的考试时间不予补偿；涉及试题内容的疑问，不得向监考员询问。
（五）开考信号发出后方可开始答题。考生必须用现行规范的语言文字答题。
（六）迟到15分钟后不准进入考点参加当科目考试，交卷出场时间不得早于每科目考试结束前30分钟，交卷出场后不得再进场续考。
（七）在答题卡规定的地方答题。不得用规定以外的笔和纸答题，写在草稿纸上或答题卡规定区域以外的答案一律无效，不得在答题卡上的规定区域外做任何标记。
（八）在考场内须保持安静，不准吸烟，不准喧哗，不准交头接耳、左顾右盼、打手势、做暗号，不准夹带、旁窥、抄袭或有意让他人抄袭，不准传抄答案或交换试卷、答题卡、草稿纸，不准传递文具、物品等，不准将试卷、答题卡或草稿纸带出考场。
（九）各科试题在考试结束前均为国家秘密。若向外泄露，将追究法律责任。
（十）考试结束信号发出后，立即停笔，全体起立。按草稿纸、试卷和答题卡的前后顺序整理好，放在桌上，经监考员检查同意后，有序退出考场，退出考场后不准再返回考场，也不准在考场周围逗留和喧哗。
（十一）如不遵守考试规则，不服从考试工作人员管理，有违纪、作弊等行为，教育考试机构将按照《国家教育考试违规处理办法》及有关规定进行处理，并将记入国家教育考试诚信档案。
特别提醒：
(一)考生必须凭本人《身份证》和《准考证》进入考场，然后准确无误地在《考场签到表》上签名。考生进入考场后，一律不得再出考场。除了《座位通知单》上规定允许携带的工具外，考生不能带其他任何工具或物品进入考场。
(二)考生应认真学习自学考试网上答题规范；认真阅读《考场规则》，诚信参考；完整抄写答题卡中笔迹确认部分的文字，凡是未按规定抄写该段文字的，该课程考试成绩无效。
       (三) 考生参加考试须遵守考试纪律，严禁考生携带手机等通讯工具进入考场，违反者，一律按照作弊处理。有替考行为的，还将移送公安机关，追究刑事责任。
(四) 参加考试时，考生应提前40分钟到达考点。考试开始15分钟后迟到考生就不能进入考场，考试结束前30分钟后方可交卷离场。
二、答题卷规范化作答示例
"
免考.txt,"[{'免考': 1.0}, {'考试': 0.9037451880306195}, {'课程': 0.8817225486035086}, {'自学': 0.5461859300048826}, {'学分': 0.5012198506901341}]","一、重庆市高等教育自学考试免考流程
（一）材料免试受理时间为：上半年： 3月11日 至 3月25日  下半年： 9月11日
至9月25日 （正常工作日内）
（二）免考受理机构：
自学考试（社会考生）材料免试受理机构：区、县（自治县）招生考试机构
自学考试（助学考生）材料免试受理机构：主考学校
（三）免考相关材料：
1.证书免考材料：准考证（重庆市）、有效居民身份证、相关证书
2.课程免考材料：准考证（重庆市）、有效居民身份证、毕业证（国家教育部认可）、成绩单（盖教务处鲜章）
免考流程图
二、考生如何办理免考手续？
需办理免考的考生在规定期间，持本人准考证、等级证书或课程合格证书原件、毕业证书原件、成绩册等学籍证明材料原件等到办理准考证的区、县（自治县）招生考试机构申请办理免考手续，并在招生考试机构工作人员的指导下填写“重庆市高等教育自学考试课程免考申请表”1式2份，由区、县（自治县）招生考试机构进行初审后上报市考试院。市考试院将处理后的免考数据在当次考试成绩下发时一并下发至区县（自治县）招生考试机构（或主考学校自考办）。
三、本科及以上毕业生参加自学考试可免考哪些课程？ 
研究生、本科毕业生，报考自学考试同类本科或专科专业的，可免考已取得合格成绩的名称相同，且学分等于或低于原所学专业开设的课程；报考不同类本科或专科专业的，可免考已取得合格成绩的名称相同，且学分等于或低于所学专业开设的公共基础课程。
四、国家承认学历的专科及以上毕业生参加自学考试可免考哪些课程？
国家承认学历的各类高等学校专科及以上毕业生，报考自学考试同层次或低层次专业的，可免考已取得合格成绩的公共政治课程。
国家承认学历的各类高等学校专科毕业生，报考自学考试本科专业的，可免考课程名称相同、相近或课程内容相同的公共政治课程。
五、全日制普通高等学校的本、专科退学生或肄业生，参加自学考试可免考哪些课程？
全日制普通高等学校的本、专科退学生或肄业生，报考自学考试本、专科专业的，可免考取得合格成绩的相同学历层次的名称相同，且学分等于或低于原所学专业开设的公共基础课程。
六、外语等级证书的免考规定是怎样的？
（一）取得教育部统一组织考试的大学英（日、俄、德、法）语等级证书的免考。
（二）参加全国考办组织的“全国公共英语等级考试”（PETS）各级笔试成绩合格者：
1.PETS-2可免考公共基础课程：英语（一）（课程代码00012）、基础英语（课程代码00088）；
2.PETS-3可免考公共基础课程：英语（一）（课程代码00012）、英语（二）（课程代码00015）、基础英语（课程代码00088）；
3.PETS-4可免考公共基础课程：英语（一）（课程代码00012）、英语（二）（课程代码00015）、基础英语（课程代码00088）和英语专业的综合英语（一）（课程代码00794）；
4.PETS-5可免考公共基础课程：英语（一）（课程代码00012）、英语（二）（课程代码00015）、基础英语（课程代码00088）和英语专业的综合英语（一）（课程代码00794）、综合英语（二）（课程代码00795）。
七、计算机等级证书的免考规定是怎样的？
（一）获得全国考办统一组织的“全国计算机等级考试”（NCRE）合格证书者：
1.凡获得NCRE一级（含一级）以上合格证书者，可免考高等教育自学考试中的《00018计算机应用基础（含00019实践）》或《2316计算机应用技术（含02317实践）》课程
2.凡获得NCRE二级（C）、二级（VISUAL
BASIC）或二级（VISUAL FOXPRO）合格证书者，可免考高等教育自学考试中的《00342高级语言程序设计（含00343实践）》或《02275计算机基础与程序设计（含02276实践）》课程；
3.凡获得NCRE二级（JAVA）合格证书者, 可免考高等教育自学考试中的《04747Java语言程序设计（一）（含04748实践）》课程；
4.凡获得NCRE二级（C++）合格证书者，可免考高等教育自学考试中的《04737 C++程序设计（含04738实践）》课程；
5.凡获得NCRE二级（含二级）以上合格证书者，可免考高等教育自学考试中的《00051管理系统中计算机应用（含00052实践）》课程；
6.凡获得NCRE三级（PC技术）合格证书者，可免考高等教育自学考试中的《02205微型计算机原理与接口技术（含02206实践）》、《4732微型计算机及接口技术（含04733实践）》或《02277微型计算机原理及应用（含02278实践）》课程；
7.凡获得NCRE三级（网络技术）合格证书者，可免考高等教育自学考试中的《02141计算机网络技术（含04755实践）》课程；
8.凡获得NCRE三级（数据库技术）合格证书者，可免考高等教育自学考试中的《02120数据库及其应用（含02121实践）》或《4735数据库系统原理（含04736实践）》课程。
八、实践（实验）课程免试的有何规定？
高等教育自学考试在籍考生，要求免考实践性学习环节考核课程，又符合所报专业考试计划（或实践性学习环节考核实施方案）规定条件的，可免考相关实践环节考核（考试）课程。
普通高校毕业生，原已取得合格成绩的实验课程，可免考自学考试的名称及要求相同的实验课程。
九、证书免考成绩是怎么计算的？
凡用各类证书免考自学考试课程的，其成绩一律视为60分。
十、考查（考核）课程能不能办理免考？
凡考生提供的原学籍表上的考查（考核）课程不能免考自学考试的考试课程。
十一、免考规定中的公共基础课指哪些课程？
公共基础课是指政治经济学（财经类）、高等数学（一）、高等数学（工专）、高等数学（工本）、物理（工）、大学语文、公共外语、计算机应用基础。
十二、哪些考生可以免考部分课程？
国家承认学历的国民教育系列各类高等学校的研究生、本科和专科毕业生以及自学考试毕业生报考自学考试第二专业的，均可按规定申请免考部分课程。
十三、考生报考同一学历层次第二专业，可免考哪些课程？
专科及以上毕业生报考自学考试专科段专业，或本科及以上毕业生报考自学考试本科段专业，可免考已学过且考试成绩合格、名称和要求相同（或高于自考）的课程。其中非自学考试毕业生报考相近专业或自考毕业生重考相同专业的，免考课程不能超过一半，自学考试毕业生报考相近专业，可以免考课程代码完全相同的课程。
十四、专升本的考生可免考哪些课程？
专科毕业生报考自学考试本科段专业（即专升本），可免考已学过且成绩合格的思想政治理论课。除专业考试计划中有明确规定的以外，我省的自学考试专科毕业生不需重考本、专科段中课程代码完全相同的课程。
十五、专科及以上毕业生报考自学考试本科段或专科段专业，可否免考本、专科段中与原学专业名称相同或相近的课程？
专科及以上毕业生报考自学考试本科段或专科段专业，可以免考本、专科段中与原学专业名称相同或相近的课程。如数学专业毕业生可免考“高等数学”、“线性代数”等数学类课程；英语专业毕业生可免考非英语类专业的公共英语课程；物理专业毕业生可免考“物理（工）”或“普通物理”等课程；计算机类专业毕业生可免考非计算机类专业的“计算机应用基础”、“管理系统中计算机应用”、“计算机软件基础”等课程；汉语言文学专业毕业生可免考其他专业的“大学语文”、“应用文写作”等课程。
十六、哪些证书可以替代自学考试本、专科（段）专业中的“计算机应用基础”课程？
考生凡在经当地考试机构注册登记的考点考试并获得全国计算机等级考试一级（含一级Ｂ）及以上证书，或获得全国计算机应用技术证书考试（NIT）《计算机初级应用基础》模块和其他任一模块（共两个模块）证书，可免考自学考试本、专科（段）专业中“00018计算机应用基础”和“00019计算机应用基础（实践）”。
十七、哪些证书可以替代非计算机专业中的“管理系统中计算机应用”课程？
考生凡在经当地考试机构注册登记的考点考试并获得全国计算机等级考试二级及以上证书，或获得全国计算机应用技术证书考试（NIT）《管理系统中信息技术的应用》模块证书，可免考非计算机专业“00051管理系统中计算机应用”和“00052管理系统中计算机应用（实践）”。
十八、考生办理免考申请提供的学籍卡应包含哪些内容？
学籍表应含有每学期开设的课程名称、学分、学时、考试类型、考试成绩等内容。自考毕业生提供《毕业生登记表》，复印件加盖单位人事部门或市、县（市、区）自考办公章及免考相关证书原件、复印件。以及相关证书原件、复印件。到所属地报名点现场办理申请手续。
十九、考生如何得知免考申请的结果？ 
考生提交的课程免考申请由重庆市教育考试院统一审核，考生（3个月后）可在本人自考报名系统中查询申请结果。
二十、全日制普通高等院校在校生参加自考有关课程免试办法？
（一）可以获得两个毕业证书，一个现在就读学校签发的毕业证书，另一个是由主考学校、省考委签发的毕业证书。
（二）相关课程免考问题：办理时须凭学籍成绩表毕业证书，在当地自考办填写免考申请表才能免考。申请免考课程遵循以下原则：
1.全日制普通高校在校专科学生，报考自学考试第二专业专科专业的，可申请免考名称相同的公共政治课和公共基础课；
2.全日制普通高校在校专科学生，报考自学考试本科专业的，可申请免考名称相同的公共政治课和名称相同的加考课。
3.全日制普通高校在校本科学生，报考自学考试第二专业本科的，可以申请免考公共政治课、公共基础课和名称相同的课程。
在校学习期间，考生可凭学校教务部门出具的学籍证明办理自考规定免考课程。
二十一、相关本科层次专业免试英语（二）加考课程对照表
专 
业 
名 
称
加  考  课  程
专  业  名  称
加  考  课  程
020106金融
00059投入产出分析（5学分）
00068外国财政（5学分）
00078银行会计学（5学分）
00141发展经济学（6学分）
00138中国近现代经济史（4学分）
00154企业管理咨询（4学分）
00162会计制度设计（5学分）
00186国际商务谈判（5学分）
081103环境工程与管理
02240机械工程控制基础（4学分）
02325计算机系统结构（4学分）
02338光纤通信原理（4学分）
02141计算机网络技术（含实践4755）（4+2学分）
02372程控交换与宽带交换（5学分）
02379计算机网络管理（3学分）
02628管理经济学（5学分）
04741计算机网络原理（4学分）
020202工商企业管理
080603工业自动化
020204会计
081704交通管理工程
020208市场营销
080707通信工程
020213企业财务管理
080307机电一体化工程
020216电子商务
080702计算机及应用
020229物流管理
080708计算机通信工程
020115经济学
080709计算机网络
020102统计
082208计算机信息管理
020104财税
080317汽车制造
备    注
凡申请免考00015英语（二）课程的，须选考非本专业的三门加考课程，且不少于14学分。
其中，020213企业财务管理、020115经济学、020102统计、020104财税、081103环境工程与管理、080603工业自动化、081704交通管理工程、080708计算机通信工程、082208计算机信息管理等专业已停考，上述停考专业涉及的相关课程不再安排考试。
"
新生注册.txt,"[{'建档': 1.0}, {'考生': 0.8440408470901914}, {'选择': 0.8267599585483595}, {'照片': 0.724744443746022}, {'点击': 0.6598147097504016}]","访问高等教育自学考试重庆市信息管理系统（http://zk.cqksy.cn/），点开“专业课程设置与学分”， 所有考生可报考的专业请点击“高等教育自学考试重庆市开考专业课程设置与学分”查看。
考生可根据“高等教育自学考试 重庆市开考专业课程设置与学分”选择报考专业，如下图所示：
所有考生可根据“高等教育自学考试重庆市开考专业课程设置与学分”选择要查看的专业的专业开考计划，点击任一专业名称即可打开该专业的开考计划，如下图所示：
原则上新生建档注册上半年时间为：2月27日 9:00至3月7日 15:00，下半年时间为：8月25日 9:00至9月5日 15:00。访问高等教育自学考试重庆市信息管理系统（http://zk.cqksy.cn/），页面下方蓝色提示框显示报名开始和截止时间，只有在此期间可以进行新生建档，否则提示建档报名结束。在报名期间点击【新生建档注册】按钮，进入建档页面。
请仔细阅读注册须知，输入正确的基本信息。注意选择正确的考生类型和报考专业。
请注意页面右边错误提示，可以帮助您尽快完成表单的填写。如输入身份证已经注册，则提示“该身份证已注册，请使用身份证直接登录系统”，并返回登录页面；输入框前面有红星为必填项等。首次建档报考的考生建议选择建档时的注册区县为首次参考考区，若选择不当造成领证和参考不便，后果由考生自负。 报考专业及主考学校为必填项，请考生务必仔细阅读完相关专业计划及报考要求后谨慎选择。
输入完成，确定信息无误，点击【下一步】，保存基本信息。 
此时考生的信息已经保存，可以登录高等教育自学考试重庆市信息管理系统，密码为身份证号后6位，注意因未上传照片，不能进行建档审核。所以建议考生在建档前把照片准备好，建档时可直接上传。若建档时没有准备照片，可以之后再登录系统进行照片上传。
照片要求:格式为jpg,大小不能超过30k。
建议使用photoshop修改图片。绝对不能通过修改后缀名的方式直接把非jpg格式的文件直接修改成jpg。
打开图片，点击图像菜单中图像大小，不要选择约束比例，宽高为480:640;
选择文件中的储存为Web所用格式,选择JPEG,选择相片品质使得图片大小小于30k;并保存图片。
仔细核对本人填写的个人信息是否正确，若有误点击上一步进行修改，正确则点击【完成】按钮。
初始密码为身份证后6位，上传完考生照片和身份证照片后，工作人员才会对考生填写的注册信息进行审核。请尽快补充完照片。
可登录系统，查看审核情况。
当信息填写完整并且照片上传完全后，将进行建档审核，不能修改内容。若发现信息有误或者审核时间过长，建议联系自己所报考的区县或者主考学校。 
若考生没有上传照片可继续上传，请点击【修改档案】按钮。
审核结果不通过，如“你的资料已审核，但未通过,原因是照片模糊，重新上传照片”。请根据你的提示，进行修改。直到审核通过。
信息审核通过后，点击【网上缴费】按钮； 
点击【缴费】跳转到支付宝页面；
使用支付宝平台进行缴费；
缴费成功后，新生建档成功，可以登录系统报考课程。注意首次报名建档费40元，准考证8元。报考科次与老考生一样40元/科次。
社会考生在建档区县考办规定的时间内凭身份证以及网上生成的准考证号自行前往建档区县领取准考证。
助学考生根据主考学校的管理要求领取准考证。
"
考研用自考成绩证明.txt,"[{'自考': 1.0}, {'考生': 0.7112822424364615}, {'成绩': 0.6963559459846114}, {'考试': 0.674007925701128}, {'研究生': 0.6739124914782554}]","一、自考生报名全国硕士研究生统一入学考试如何开具自考成绩证明？
尚未办理自考毕业证的自考考生，在参加全国硕士研究生招生考试时，根据我市硕士研究生报名相关要求，报考市外高校研究生考试的考生可到重庆市教育考试院自学考试处开具自考成绩证明，报考重庆市内高校研究生考试的考生不需要到重庆市教育考试院自学考试处来开具自考成绩证明，直接前往市内所报考学校成教院或继教院打印自考成绩证明即可。【特别提醒】应届本科毕业生考生入学时未取得国家承认的本科毕业证书，将取消录取资格。
二、考研用自考成绩证明开具时间
2019年10月8日-10月11日（正常工作日内）
三、考研用自考成绩证明样本
"
毕业证书办理流程.txt,"[{'考生': 1.0}, {'审核': 0.76266171005317}, {'毕业': 0.7493706754624526}, {'毕业证书': 0.41337242264678575}, {'提交': 0.41279778764692926}]","重庆市高等教育自学考试毕业证书办理流程
一、考生办理毕业证书流程
考生持本人有效身份证到主考学校自考办或通过高等教育自学考试重庆市信息管理系统申请毕业，并按以下步骤提交相关材料。
1.选择毕业专业及初审主考学校。
2.填写有效联系方式。
3.提交参加自学考试期间自我鉴定。
4.提交身份证正反面图片。
5.申请本科毕业的考生，提交本人专科及以上毕业证书编号。此证书编号未通过学信网认证的，需提交本人专科及以上毕业证书图片及学信网可查的学历电子注册备案表图片。
6.姓名及身份证号变更的，提交考籍变更材料。
7.课程需免考的，提交课程免考材料。
8.经主考学校初审合格后，考生方可缴纳毕业审定费及毕业证书工本费。
二、主考学校毕业审核流程
1.核对考生身份证与考生电子档案基本信息是否一致。
2.审核考生自我鉴定。
3.对申请本科毕业的考生，审核其专科及以上毕业证书及相关学历电子注册备案表与考生电子档案信息是否一致。
4.依照专业开考计划审核考生是否符合毕业要求。
5.审核考籍更正材料。
6.审核免考相关材料。
7.审核实践性环节考核及毕业考核（包括毕业设计、毕业论文等）是否符合毕业要求。
8.将通过审核的考生提交市考办，未通过则反馈考生并告知原因。
三、市考办毕业审核流程
1.考籍更正审核。
2.免考合规性审核。
3.依据专业开考计划进行课程审核。
4.本科毕业生前置学历审核。
5.考生考试课程笔迹一致性、真实性审核。
6.打印毕业证书及毕业生登记表。
7.打印存档毕业生名册，市考办、主考学校各留存一份。
8.上报教育部考试中心电子注册。
重庆市高等教育自学考试毕业办证流程图
"
专业选取.txt,"[{'专业': 1.0}, {'申请': 0.3197317732536656}, {'报考': 0.3129772797619579}, {'要求': 0.30869862402835613}, {'注册': 0.2930850335334924}]","一、新生如何选报专业以及注意事项？
新生注册前，应先全面了解高等教育自学考试相关政策，在确定报考后，首先在本市自考信息管理系统网站上仔细查看我市自学考试的开考专业目录及专业课程设置，根据自身需要选择适合自己的专业，并确定符合指定专业的报名条件即可。
选择专业时注意事项：
（一）专科层次专业没有前置学历要求，可直接报考。
（二）本科层次专业则要求在办理毕业证时，必须提供学信网已注册的专科及以上学历认证报告，方可申请本科专业毕业。
（三）其他有特殊报考限制条件的专业（如：护理）等，考生应按专业开考计划表上注明要求来选择是否报考。
二、报考专业可否变更以及如何变更？
（一）自学考试管理是课程管理，考生报考专业为意向性专业，中途可根据自身需要，变更专业。
（二）社会考生变更专业不需要到自考办去申请和注册系统中做更改，只需根据想申请毕业的专业所需课程报考即可，也可多专业同时报考，当符合指定专业所需课程的毕业条件时即可申请指定专业的毕业。
（三）助学考生因助学院校管理要求，更改注册专业需向助学单位申请，经主考院校同意后方可更改。
"
毕业证颁发.txt,"[{'考试': 1.0}, {'毕业证': 0.9871133937681037}, {'遗失': 0.8866007876997083}, {'毕业': 0.807990026137862}, {'毕业生': 0.7666037877718953}]","一、自学考试的毕业证书由谁颁发?
自学考试的毕业证书由重庆市高等教育自学考试委员会颁发，主考学校副署。自学考试的毕业证书由全国考委统一制作。毕业证签署时间分别为每年的6月30日和12月30日。
二、毕业证书和毕业生登记表遗失后可否补发？
高等教育自学考试，是对自学者进行以学历考试为主的高等教育国家考试，符合毕业条件的考生，由市考委颁发毕业证。考生领取毕业证时，同时领取本人的毕业生档案（含毕业生登记表）。毕业证及毕业生登记表原件只颁发一次，遗失者，不予补发原件。
毕业证书遗失者，须在市级以上报纸登报声明原毕业证遗失作废。然后本人交书面申请（申请书包括本人姓名、性别、籍贯、出生年月、毕业时间、遗失证书时间及原因等内容）同时本人带上居民身份证、2寸登记照相片一张及刊登毕业证遗失作废报纸一张，报市考办审核，经市考办核实毕业信息无误后，由市考委出具毕业证明书。证明该生何年何月毕业于何专业及层次，毕业证明书与原毕业证具有同等效力。
毕业生登记表遗失者，经市考办核实毕业生信息无误，且电子考籍档案完整的，可由市考委出具毕业生登记表证明。
"
考试座位查询.txt,"[{'考试': 1.0}, {'考生': 0.7597732452407815}, {'座位': 0.6962835435989133}, {'通知单': 0.6049988841080742}, {'考场': 0.49491655175390253}]","一、考生何时可以查询打印考试座位通知单？怎样打印考试座位通知单？
原则上考前一个星期可以打印考试座位通知单。考生登录网上报名系统后，点击“考试查询”栏目下的“考生座位查询”，即可自助打印考试座位通知单。
二、考生参加考试、应携带哪些证件？
考生须携带本人居民身份证、准考证，二者缺一不可。
三、自学考试考点、考场是怎样设置的？
　　自学考试考点设置在各区县（自治县）的国家教育考试标准化考点里。考场里考生座位的安排是由计算机程序随机编排而定，因此多数考生不可能在同一地点同一考场参加历时2天的考试。考生应按照《座位通知单》提前看考点，明确各门课程考场的具体位置，防止因差错而失去考试机会。
"
新生报名流程.txt,[],
新生准考证领取.txt,"[{'领取': 1.0}, {'准考证': 0.6835450695460847}, {'考生': 0.6656349122736666}, {'助学': 0.3761157045280537}, {'机构': 0.29734203856047925}]","新生准考证领取时间及领取方式：
社会考生新考生须在考前2-5天到建档区县招考机构领取准考证。
助学考生新考生须在考前2-5天到助学单位领取准考证。
"
